UserId,Model,Archetype,Support_History_Count,Heldout_Positive_Count,Candidate_Count,TopK_MovieIds,Precision@10,Recall@10,NDCG@10,Novelty@10,Language_Diversity,Genre_Diversity,Filter_Bubble_Score,Hits@10
1000026,CBF,A_Techie,23,5,1002,135168|8194|30723|151557|137226|26634|137228|145418|141329|26641,0.0,0.0,0.0,0.0,1,1,1.0,0
1000026,NonLocal_Hybrid,A_Techie,23,5,1002,1203|1193|26756|318|2959|143990|1704|135166|2329|2858,0.0,0.0,0.0,0.0,1,2,1.0,0
1000026,Localized_Hybrid,A_Techie,23,5,1002,1203|318|1193|26756|2959|143990|50|858|1704|135166,0.0,0.0,0.0,0.0,1,3,1.0,0
1000027,CF,A_Techie,22,3,997,318|1203|858|50|122282|527|1193|593|2324|1221,0.0,0.0,0.0,0.1,2,6,0.9,0
1000027,CBF,A_Techie,22,3,997,118806|116766|127009|165925|116781|122936|118858|163927|122972|120928,0.0,0.0,0.0,0.0,1,1,1.0,0
1000027,NonLocal_Hybrid,A_Techie,22,3,997,1203|122282|1193|2959|1704|2329|112552|2858|318|1246,0.0,0.0,0.0,0.0,1,2,1.0,0
1000027,Localized_Hybrid,A_Techie,22,3,997,1203|122282|318|1193|2959|1704|2329|112552|858|2858,0.0,0.0,0.0,0.0,1,2,1.0,0
1000028,CF,A_Techie,25,5,1000,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000028,CBF,A_Techie,25,5,1000,104451|92165|165895|83976|155659|116752|155665|100370|73744|155671,0.0,0.0,0.0,0.0,1,2,1.0,0
1000028,NonLocal_Hybrid,A_Techie,25,5,1000,1203|318|1193|148626|25881|31374|72624|2959|2618|1704,0.0,0.0,0.0,0.0,1,4,1.0,0
1000028,Localized_Hybrid,A_Techie,25,5,1000,1203|318|1193|70286|858|2959|50|148626|1704|25881,0.0,0.0,0.0,0.0,1,5,1.0,0
1000029,CF,A_Techie,24,5,999,318|1203|858|50|527|1193|107130|26756|593|2324,0.0,0.0,0.0,0.1,2,6,0.9,0
1000029,CBF,A_Techie,24,5,999,27658|5208|149011|6228|82119|30977|26915|2438|496|31807,0.0,0.0,0.0,0.0,1,6,1.0,0
1000029,NonLocal_Hybrid,A_Techie,24,5,999,1203|1193|107130|318|26756|2959|116136|50|1704|2329,0.0,0.0,0.0,0.0,1,3,1.0,0
1000029,Localized_Hybrid,A_Techie,24,5,999,1203|318|1193|107130|50|26756|2959|858|70286|116136,0.0,0.0,0.0,0.0,1,4,1.0,0
1000030,CF,A_Techie,32,7,1005,318|1203|858|50|527|1193|26756|593|2324|1221,0.0,0.0,0.0,0.1,2,6,0.9,0
1000030,CBF,A_Techie,32,7,1005,135168|26634|145418|26641|135200|147495|26672|135224|26685|6207,0.0,0.0,0.0,0.0,1,1,1.0,0
1000030,NonLocal_Hybrid,A_Techie,32,7,1005,1203|1193|26756|2959|143990|318|1704|135166|2329|112552,0.0,0.0,0.0,0.0,1,2,1.0,0
1000030,Localized_Hybrid,A_Techie,32,7,1005,1203|318|1193|26756|2959|143990|50|1704|858|135166,0.0,0.0,0.0,0.0,1,3,1.0,0
1000031,CF,A_Techie,20,2,1000,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000031,CBF,A_Techie,20,2,1000,6228|82119|30977|26915|2438|496|31807|32084|48593|51106,0.0,0.0,0.0,0.0,1,3,1.0,0
1000031,NonLocal_Hybrid,A_Techie,20,2,1000,1203|356|1193|148626|128862|2959|318|171349|1704|4183,0.0,0.0,0.0,0.0,1,5,1.0,0
1000031,Localized_Hybrid,A_Techie,20,2,1000,1203|318|70286|1193|2959|50|356|858|1704|148626,0.0,0.0,0.0,0.0,1,6,1.0,0
1000033,CF,A_Techie,21,3,998,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000033,CBF,A_Techie,21,3,998,165895|77831|116752|100370|4119|75816|47148|8240|149552|161842,0.0,0.0,0.0,0.0,1,1,1.0,0
1000033,NonLocal_Hybrid,A_Techie,21,3,998,164260|78921|148626|45642|25881|78646|31374|2618|26113|3306,0.0,0.0,0.0,0.0,1,2,1.0,0
1000033,Localized_Hybrid,A_Techie,21,3,998,1203|164260|78921|318|148626|45642|25881|78646|31374|2618,0.0,0.0,0.0,0.0,1,4,1.0,0
1000034,CF,A_Techie,21,4,997,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000034,CBF,A_Techie,21,4,997,59404|118816|71719|8232|59435|49200|149558|96314|104506|8252,0.0,0.0,0.0,0.0,1,3,1.0,0
1000034,NonLocal_Hybrid,A_Techie,21,4,997,1203|8232|356|148626|128862|171349|1193|71413|109374|2959,0.0,0.0,0.0,0.0,1,4,1.0,0
1000034,Localized_Hybrid,A_Techie,21,4,997,1203|318|1193|8232|356|2959|148626|128862|1704|70286,0.0,0.0,0.0,0.0,1,6,1.0,0
1000035,CF,A_Techie,20,3,999,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000035,CBF,A_Techie,20,3,999,104451|92165|165895|83976|155659|73744|155665|116752|155671|2073,0.0,0.0,0.0,0.0,1,2,1.0,0
1000035,NonLocal_Hybrid,A_Techie,20,3,999,1203|1193|148626|25881|31374|72624|2959|3462|26113|1704,0.0,0.0,0.0,0.0,1,3,1.0,0
1000035,Localized_Hybrid,A_Techie,20,3,999,1203|318|1193|2959|1704|148626|25881|31374|72624|2329,0.0,0.0,0.0,0.0,1,3,1.0,0
1000036,CF,A_Techie,21,4,1001,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000036,CBF,A_Techie,21,4,1001,59404|81949|118816|71719|8232|59435|149558|96314|104506|8252,0.0,0.0,0.0,0.0,1,3,1.0,0
1000036,NonLocal_Hybrid,A_Techie,21,4,1001,8232|356|3307|71413|909|25832|26757|148626|170197|1203,0.0,0.0,0.0,0.0,1,4,1.0,0
1000036,Localized_Hybrid,A_Techie,21,4,1001,70286|1203|8232|356|318|3307|1193|148626|71413|909,0.0,0.0,0.0,0.0,1,5,1.0,0
1000037,CF,A_Techie,23,4,1001,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000037,CBF,A_Techie,23,4,1001,104451|165895|155659|116752|155665|100370|155671|2073|104491|47148,0.0,0.0,0.0,0.0,1,2,1.0,0
1000037,NonLocal_Hybrid,A_Techie,23,4,1001,1203|1193|318|2959|1704|164260|356|148626|2329|112552,0.0,0.0,0.0,0.0,1,4,1.0,0
1000037,Localized_Hybrid,A_Techie,23,4,1001,1203|318|70286|1193|2959|858|50|1704|164260|356,0.0,0.0,0.0,0.0,1,6,1.0,0
1000038,CF,A_Techie,25,5,998,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000038,CBF,A_Techie,25,5,998,59404|118816|71719|8232|59435|149558|96314|8252|72|8270,0.0,0.0,0.0,0.0,1,3,1.0,0
1000038,NonLocal_Hybrid,A_Techie,25,5,998,1203|1193|2959|1704|8232|356|2329|112552|148626|2858,0.0,0.0,0.0,0.0,1,3,1.0,0
1000038,Localized_Hybrid,A_Techie,25,5,998,1203|318|1193|2959|1704|8232|2329|112552|356|858,0.0,0.0,0.0,0.0,1,3,1.0,0
1000040,CF,A_Techie,31,8,1003,318|1203|858|50|93040|527|1193|593|2324|1221,0.1,0.125,0.0979,0.1,2,7,0.9,1
1000040,CBF,A_Techie,31,8,1003,110593|104451|6150|155659|116752|155665|155671|4119|104491|47148,0.0,0.0,0.0,0.0,1,2,1.0,0
1000040,NonLocal_Hybrid,A_Techie,31,8,1003,1203|1193|2959|148626|45642|25881|31374|1704|318|114028,0.0,0.0,0.0,0.0,1,4,1.0,0
1000040,Localized_Hybrid,A_Techie,31,8,1003,93040|1203|318|1193|2959|1704|858|148626|45642|25881,0.1,0.125,0.2529,0.0,1,4,1.0,1
1000041,CF,A_Techie,20,3,1000,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000041,CBF,A_Techie,20,3,1000,104451|165895|83976|155659|116752|155665|100370|4119|155671|2073,0.0,0.0,0.0,0.0,1,2,1.0,0
1000041,NonLocal_Hybrid,A_Techie,20,3,1000,1203|318|1193|2959|164260|1704|6650|148626|858|45642,0.0,0.0,0.0,0.0,1,3,1.0,0
1000041,Localized_Hybrid,A_Techie,20,3,1000,318|1203|1193|858|50|2959|70286|1704|164260|1221,0.0,0.0,0.0,0.0,1,5,1.0,0
1000042,CF,A_Techie,32,7,1007,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000042,CBF,A_Techie,32,7,1007,92165|6150|83976|155659|116752|155665|100370|4119|155671|47148,0.0,0.0,0.0,0.0,1,2,1.0,0
1000042,NonLocal_Hybrid,A_Techie,32,7,1007,1203|1193|318|2959|148626|45642|31374|1704|356|114028,0.0,0.0,0.0,0.0,1,5,1.0,0
1000042,Localized_Hybrid,A_Techie,32,7,1007,175309|1203|318|1193|70286|50|2959|858|1704|148626,0.1,0.1429,0.2749,0.0,1,6,1.0,1
1000044,CF,A_Techie,29,8,1002,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000044,CBF,A_Techie,29,8,1002,59404|118816|71719|8232|59435|6190|49200|149558|104506|96314,0.0,0.0,0.0,0.0,1,2,1.0,0
1000044,NonLocal_Hybrid,A_Techie,29,8,1002,8232|356|3307|1203|171349|71413|909|148626|25832|26757,0.0,0.0,0.0,0.0,1,4,1.0,0
1000044,Localized_Hybrid,A_Techie,29,8,1002,1203|8232|356|318|1193|3307|2959|171349|148626|1704,0.0,0.0,0.0,0.0,1,5,1.0,0
1000045,CF,A_Techie,27,5,1003,318|171495|86237|1203|858|50|172661|527|1193|593,0.0,0.0,0.0,0.0,1,5,1.0,0
1000045,CBF,A_Techie,27,5,1003,8196|159781|6193|104542|2215|49347|155894|127296|31049|6551,0.0,0.0,0.0,0.0,1,3,1.0,0
1000045,NonLocal_Hybrid,A_Techie,27,5,1003,171495|86237|1203|172661|1193|2959|1704|141251|2329|112552,0.0,0.0,0.0,0.0,1,1,1.0,0
1000045,Localized_Hybrid,A_Techie,27,5,1003,171495|86237|1203|172661|318|1193|50|2959|1704|70286,0.0,0.0,0.0,0.0,1,4,1.0,0
1000046,CF,A_Techie,19,4,1002,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000046,CBF,A_Techie,19,4,1002,110593|104451|6150|77831|83976|155659|155665|4119|155671|2073,0.0,0.0,0.0,0.0,1,2,1.0,0
1000046,NonLocal_Hybrid,A_Techie,19,4,1002,1203|164260|1193|78921|148626|45642|25881|78646|2959|2618,0.0,0.0,0.0,0.0,1,3,1.0,0
1000046,Localized_Hybrid,A_Techie,19,4,1002,1203|1193|70286|2959|318|164260|78921|1704|148626|45642,0.0,0.0,0.0,0.0,1,4,1.0,0
1000047,CF,A_Techie,19,3,1000,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000047,CBF,A_Techie,19,3,1000,168274|2789|66310|152334|99182|142727|140840|137096|79765|122884,0.0,0.0,0.0,0.0,1,5,1.0,0
1000047,NonLocal_Hybrid,A_Techie,19,3,1000,1203|1219|1193|115685|2959|318|1258|1214|1704|50,0.0,0.0,0.0,0.0,1,7,1.0,0
1000047,Localized_Hybrid,A_Techie,19,3,1000,1203|70286|318|69708|1193|50|2959|1219|858|79132,0.1,0.3333,0.2021,0.0,1,7,1.0,1
1000048,CF,A_Techie,21,3,997,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000048,CBF,A_Techie,21,3,997,132124|6154|133771|106542|57453|27232|6931|40964|4410|4524,0.0,0.0,0.0,0.0,1,6,1.0,0
1000048,NonLocal_Hybrid,A_Techie,21,3,997,1203|1193|2959|1704|356|79132|57453|2329|112552|3307,0.0,0.0,0.0,0.0,1,4,1.0,0
1000048,Localized_Hybrid,A_Techie,21,3,997,70286|1203|318|1193|2959|79132|1704|356|2329|112552,0.0,0.0,0.0,0.0,1,5,1.0,0
1000049,CF,A_Techie,28,5,1004,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000049,CBF,A_Techie,28,5,1004,6228|82119|30977|26915|2438|496|31807|32084|48593|51106,0.0,0.0,0.0,0.0,1,3,1.0,0
1000049,NonLocal_Hybrid,A_Techie,28,5,1004,1203|1193|2959|1704|356|2329|112552|148626|45642|25881,0.0,0.0,0.0,0.0,1,3,1.0,0
1000049,Localized_Hybrid,A_Techie,28,5,1004,1203|318|1193|70286|2959|50|1704|356|2329|112552,0.0,0.0,0.0,0.0,1,5,1.0,0
1000050,CF,B_Mainstream,29,4,999,318|1203|858|50|527|1193|593|2324|1221|79132,0.0,0.0,0.0,0.1,2,7,0.9,0
1000050,CBF,B_Mainstream,29,4,999,110593|6150|83976|116752|73744|100370|4119|2073|47148|149552,0.0,0.0,0.0,0.0,1,2,1.0,0
1000050,NonLocal_Hybrid,B_Mainstream,29,4,999,318|1203|164260|356|6650|148626|45642|128912|72624|3462,0.0,0.0,0.0,0.0,1,5,1.0,0
1000050,Localized_Hybrid,B_Mainstream,29,4,999,1203|1193|2959|1704|2329|112552|2858|1246|64614|166643,0.0,0.0,0.0,0.0,1,1,1.0,0
1000053,CF,B_Mainstream,25,5,1002,318|86237|1203|89985|858|50|172661|527|1193|593,0.0,0.0,0.0,0.0,1,5,1.0,0
