Track,Lambda,UserId,Archetype,Precision@10,Precision@10_Ceiling,Recall@10,HR@10,MRR@10,NDCG@10,Language_Diversity,Genre_Diversity,Filter_Bubble_Score,Preference_Escape@10
synthetic,0.1,900024,hollywood,0.0,0.4,0.0,0.0,0.0,0.0,1,5,1.0,0.0
synthetic,0.15,900024,hollywood,0.0,0.4,0.0,0.0,0.0,0.0,1,5,1.0,0.0
synthetic,0.2,900024,hollywood,0.0,0.4,0.0,0.0,0.0,0.0,1,5,1.0,0.0
synthetic,0.3,900024,hollywood,0.0,0.4,0.0,0.0,0.0,0.0,1,5,1.0,0.0
synthetic,0.4,900024,hollywood,0.0,0.4,0.0,0.0,0.0,0.0,1,5,1.0,0.0
synthetic,0.5,900024,hollywood,0.0,0.4,0.0,0.0,0.0,0.0,1,5,1.0,0.0
synthetic,0.0,900025,bollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.05,900025,bollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.1,900025,bollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.15,900025,bollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.2,900025,bollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.3,900025,bollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.4,900025,bollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,8,1.0,0.0
synthetic,0.5,900025,bollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,10,1.0,0.0
synthetic,0.0,900026,mixed,0.1,0.7,0.1429,1.0,0.1111,0.0827,1,10,1.0,0.0
synthetic,0.05,900026,mixed,0.1,0.7,0.1429,1.0,0.125,0.0867,1,10,1.0,0.0
synthetic,0.1,900026,mixed,0.1,0.7,0.1429,1.0,0.1429,0.0916,1,10,1.0,0.0
synthetic,0.15,900026,mixed,0.1,0.7,0.1429,1.0,0.1429,0.0916,1,10,1.0,0.0
synthetic,0.2,900026,mixed,0.1,0.7,0.1429,1.0,0.1429,0.0916,1,10,1.0,0.0
synthetic,0.3,900026,mixed,0.1,0.7,0.1429,1.0,0.1667,0.0979,1,10,1.0,0.0
synthetic,0.4,900026,mixed,0.1,0.7,0.1429,1.0,0.1667,0.0979,1,10,1.0,0.0
synthetic,0.5,900026,mixed,0.1,0.7,0.1429,1.0,0.1667,0.0979,1,10,1.0,0.0
synthetic,0.0,900027,mixed,0.1,0.6,0.1667,1.0,0.2,0.1171,6,12,0.3,0.7
synthetic,0.05,900027,mixed,0.1,0.6,0.1667,1.0,0.25,0.1303,5,12,0.5,0.5
synthetic,0.1,900027,mixed,0.1,0.6,0.1667,1.0,0.3333,0.1513,4,12,0.6,0.4
synthetic,0.15,900027,mixed,0.1,0.6,0.1667,1.0,0.3333,0.1513,3,12,0.7,0.3
synthetic,0.2,900027,mixed,0.1,0.6,0.1667,1.0,0.3333,0.1513,2,13,0.9,0.1
synthetic,0.3,900027,mixed,0.1,0.6,0.1667,1.0,0.3333,0.1513,1,13,1.0,0.0
synthetic,0.4,900027,mixed,0.1,0.6,0.1667,1.0,0.3333,0.1513,1,14,1.0,0.0
synthetic,0.5,900027,mixed,0.1,0.6,0.1667,1.0,0.5,0.1909,1,14,1.0,0.0
synthetic,0.0,900028,anime,0.1,0.5,0.2,1.0,0.25,0.1461,2,12,1.0,0.0
synthetic,0.05,900028,anime,0.1,0.5,0.2,1.0,0.25,0.1461,2,12,1.0,0.0
synthetic,0.1,900028,anime,0.1,0.5,0.2,1.0,0.25,0.1461,2,11,1.0,0.0
synthetic,0.15,900028,anime,0.1,0.5,0.2,1.0,0.25,0.1461,2,11,1.0,0.0
synthetic,0.2,900028,anime,0.1,0.5,0.2,1.0,0.25,0.1461,2,11,1.0,0.0
synthetic,0.3,900028,anime,0.1,0.5,0.2,1.0,0.25,0.1461,2,11,1.0,0.0
synthetic,0.4,900028,anime,0.1,0.5,0.2,1.0,0.2,0.1312,2,10,1.0,0.0
synthetic,0.5,900028,anime,0.1,0.5,0.2,1.0,0.25,0.1461,2,10,1.0,0.0
synthetic,0.0,900029,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,14,0.9,0.1
synthetic,0.05,900029,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,14,0.9,0.1
synthetic,0.1,900029,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,14,0.9,0.1
synthetic,0.15,900029,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.2,900029,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.3,900029,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.4,900029,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.5,900029,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.0,900030,korean,0.0,0.5,0.0,0.0,0.0,0.0,3,5,0.9,0.1
synthetic,0.05,900030,korean,0.0,0.5,0.0,0.0,0.0,0.0,3,5,0.9,0.1
synthetic,0.1,900030,korean,0.0,0.5,0.0,0.0,0.0,0.0,3,5,0.9,0.1
synthetic,0.15,900030,korean,0.0,0.5,0.0,0.0,0.0,0.0,2,5,1.0,0.0
synthetic,0.2,900030,korean,0.0,0.5,0.0,0.0,0.0,0.0,2,5,1.0,0.0
synthetic,0.3,900030,korean,0.0,0.5,0.0,0.0,0.0,0.0,2,5,1.0,0.0
synthetic,0.4,900030,korean,0.0,0.5,0.0,0.0,0.0,0.0,2,6,1.0,0.0
synthetic,0.5,900030,korean,0.0,0.5,0.0,0.0,0.0,0.0,2,7,1.0,0.0
synthetic,0.0,900031,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,7,10,0.2,0.8
synthetic,0.05,900031,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,7,11,0.4,0.6
synthetic,0.1,900031,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,7,11,0.5,0.5
synthetic,0.15,900031,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,5,11,0.7,0.3
synthetic,0.2,900031,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,4,12,0.8,0.2
synthetic,0.3,900031,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,12,1.0,0.0
synthetic,0.4,900031,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.5,900031,bollywood,0.1,0.2,0.5,1.0,0.1,0.1772,2,11,1.0,0.0
synthetic,0.0,900032,anime,0.1,0.2,0.5,1.0,0.5,0.3869,3,11,0.8,0.2
synthetic,0.05,900032,anime,0.1,0.2,0.5,1.0,0.5,0.3869,3,11,0.8,0.2
synthetic,0.1,900032,anime,0.1,0.2,0.5,1.0,0.5,0.3869,3,11,0.9,0.1
synthetic,0.15,900032,anime,0.1,0.2,0.5,1.0,0.5,0.3869,2,11,1.0,0.0
